link,title,newspaper,category
https://abcnews.go.com/Entertainment/wireStory/rare-1822-gold-coin-fetches-record-84m-auction-76715912,Rare 1822 gold coin fetches record $8.4M at auction in Vegas,abc,Entertainment
https://abcnews.go.com/Entertainment/wireStory/beloved-childrens-author-beverly-cleary-dies-104-76712710,Beloved children’s author Beverly Cleary dies at 104,abc,Entertainment
",https://abcnews.go.com/Entertainment/wireStory/us-court-sides-photographer-fight-warhol-art-76706028",US court sides with photographer in fight over Warhol art,abc,Entertainment
https://abcnews.go.com/Entertainment/wireStory/daily-mail-seeks-reverse-order-denying-trial-credentials-76714117,Daily Mail seeks to reverse order denying trial credentials,abc,Entertainment
https://abcnews.go.com/Entertainment/wireStory/kevin-bacon-aldis-hodge-spar-return-city-hill-76709055,"Kevin Bacon, Aldis Hodge spar in return of 'City on a Hill'",abc,Entertainment
https://abcnews.go.com/Entertainment/wireStory/pulitzer-prize-winning-author-larry-mcmurtry-dies-84-76705815,Pulitzer Prize-winning author Larry McMurtry dies at 84,abc,Entertainment
https://abcnews.go.com/Entertainment/wireStory/friends-made-art-history-buying-70m-digital-work-76696546,How two friends made art history buying a $70M digital work,abc,Entertainment
https://abcnews.go.com/Entertainment/wireStory/media-biden-news-conference-notable-missing-76688377,"For media, Biden news conference notable for what's missing",abc,Entertainment
https://abcnews.go.com/Entertainment/wireStory/dinner-theater-drops-cinderella-white-cast-76705671,Dinner theater drops 'Cinderella' with mostly white cast,abc,Entertainment
https://abcnews.go.com/Entertainment/wireStory/live-long-sculpture-20-foot-art-planned-spock-76705134,Live long in sculpture: 20-foot art planned for Spock symbol,abc,Entertainment
https://abcnews.go.com/Entertainment/wireStory/belgium-shows-restored-masterpiece-stolen-panel-rankles-76698804,Belgium shows restored masterpiece but stolen panel rankles,abc,Entertainment
https://abcnews.go.com/Entertainment/wireStory/reset-button-black-theater-leaders-push-change-76703785,A reset button' — Black theater leaders push for change,abc,Entertainment
https://abcnews.go.com/Entertainment/wireStory/carrie-underwoods-faith-shines-church-hymns-76701603,Carrie Underwood's faith shines through on church hymns,abc,Entertainment
https://abcnews.go.com/Entertainment/wireStory/qa-artist-beeple-selling-nft-collage-record-70m-76696649,Q&A: Artist Beeple on selling NFT collage for a record $70M,abc,Entertainment
",https://abcnews.go.com/Entertainment/wireStory/reports-cuomos-family-access-scarce-covid-testing-76677612",Impeachment probe to examine COVID tests for Cuomo relatives,abc,Entertainment
https://abcnews.go.com/Entertainment/wireStory/acclaimed-french-director-bertrand-tavernier-dead-aged-79-76679824,Acclaimed French director Bertrand Tavernier dies at age 79,abc,Entertainment
",https://abcnews.go.com/Entertainment/wireStory/ofarrells-hamnet-wins-book-critics-award-fiction-76692665",O'Farrell's 'Hamnet' wins book critics award for fiction,abc,Entertainment
",https://abcnews.go.com/Entertainment/wireStory/friends-nantz-agrees-remain-cbs-sports-76692513","Hello, friends': Nantz agrees to remain with CBS Sports",abc,Entertainment
https://abcnews.go.com/Entertainment/wireStory/reports-cnns-chris-cuomo-special-covid-19-testing-76690901,Reports say CNN's Chris Cuomo got special COVID-19 testing,abc,Entertainment
",https://abcnews.go.com/Entertainment/wireStory/arrested-development-actor-jessica-walter-dies-80-76686158",Arrested Development' actor Jessica Walter dies at 80,abc,Entertainment
https://abcnews.go.com/Entertainment/wireStory/dozens-playwrights-actors-join-period-piece-monologues-76689271,"Dozens of playwrights, actors join 'Period Piece' monologues",abc,Entertainment
",https://abcnews.go.com/Entertainment/wireStory/spielberg-donates-genesis-prize-money-justice-nonprofits-76686346",Spielberg donates Genesis Prize money to justice nonprofits,abc,Entertainment
https://abcnews.go.com/Entertainment/wireStory/godzilla-kong-heavyweight-bout-light-touch-76680208,Godzilla vs. Kong'; A heavyweight bout with a light touch,abc,Entertainment
",https://abcnews.go.com/Entertainment/wireStory/tv-series-dr-death-podcast-shot-mexico-76685385",TV series from 'Dr. Death' podcast being shot in New Mexico,abc,Entertainment
https://abcnews.go.com/Entertainment/wireStory/publishers-weekly-best-sellers-76683872,PUBLISHERS WEEKLY BEST-SELLERS,abc,Entertainment
https://abcnews.go.com/Entertainment/wireStory/morris-dickstein-influential-critic-historian-dead-81-76683861,"Morris Dickstein, influential critic-historian, dead at 81",abc,Entertainment
https://abcnews.go.com/Entertainment/wireStory/rarely-van-gogh-masterpiece-hammer-paris-76680686,Rare Van Gogh masterpiece sells for $15.4 million in Paris,abc,Entertainment
",https://abcnews.go.com/Entertainment/wireStory/york-city-launches-push-vaccinate-theater-workers-76680687",New York City launches push to vaccinate theater workers,abc,Entertainment
https://abcnews.go.com/Entertainment/wireStory/best-sellers-books-usatoday-76680936,Best-Sellers-Books-USAToday,abc,Entertainment
https://abcnews.go.com/Entertainment/wireStory/review-tina-final-word-legendary-survivor-76663533,"Review: In 'Tina,' the final word from a legendary survivor",abc,Entertainment
https://abcnews.go.com/Entertainment/wireStory/godzilla-kong-heavyweight-bout-light-touch-76680032,Godzilla vs. Kong'; A heavyweight bout with a light touch,abc,Entertainment
https://www.foxnews.com/sports/atlanta-magic-city-kitchen-lou-williams-hawks,"Atlanta's Magic City Kitchen welcomes Lou Williams after Hawks trade, controversial summer strip club pop-in",fox,Sports
https://www.foxnews.com/sports/mlb-fernando-tatis-jr-nft-padres,MLB star Fernando Tatis Jr. plans NFT release next month,fox,Sports
https://www.foxnews.com/sports/abilene-christian-ncaa-tournament-march-madness-payout,Abilene Christian earned big bucks in brief March Madness appearance,fox,Sports
https://video.foxbusiness.com/v/6243526945001/,"school president says,Roundhill Investments launches sports-centered ETF",fox,Sports
https://video.foxbusiness.com/v/6243508337001/,Retro Fitness offers perks for vaccine recipients,fox,Sports
https://video.foxbusiness.com/v/6242738717001/,Baseball back in full swing next week amid pandemic,fox,Sports
https://www.foxnews.com/markets/draftkings-and-how-aol-co-founder-steve-case-made-a-killing,DraftKings and how AOL co-founder Steve Case made a killing,fox,Sports
https://www.foxnews.com/sports/some-nfl-veterans-prosper-as-business-season-begins,Some NFL veterans prosper as business season begins,fox,Sports
https://www.foxnews.com/sports/2021-ncaa-march-madness-fans-opening-wallets-in-big-way,NCAA March Madness 2021 betting expects to see fans open wallets in a big way,fox,Sports
https://video.foxbusiness.com/v/6241598840001/,March Madness fans opening wallets in a big way ,fox,Sports
https://www.foxnews.com/sports/ncaa-mens-basketball-tournament-2021-highest-paid-coaches,NCAA Men's Basketball Tournament 2021: Who are the highest-paid coaches competing for title?,fox,Sports
https://www.foxnews.com/sports/lebron-james-pepsi-mountain-dew,Busy LeBron James racks up another big business deal,fox,Sports
https://video.foxnews.com/v/6245083476001,Biden urged to visit border to witness growing crisis,fox,Politics
https://www.foxnews.com/politics/cuomo-admin-kept-covid-19-tests-from-nursing-homes-as-dems-relatives-got-them,Cuomo administration kept COVID-19 tests from nursing homes as Dem's relatives got them,fox,Politics
",https://video.foxnews.com/v/6245080009001",Cuomo administration kept COVID-19 tests from nursing homes as Dem's relatives got them. Former border chiefs sound alarm: Immigration system being overwhelmed,fox,Politics
https://www.foxnews.com/politics/republicans-go-all-in-on-attacking-dems-election-reform-bill,S1 slammed as 'political corruption' as Republicans go all-in on attacking Dems' election reform bill,fox,Politics
",https://video.foxnews.com/v/6245070459001",WHO report on COVID source likely being animals 'can't be trusted': Rep. Cammack,fox,Politics
https://www.foxnews.com/politics/cartoons-slideshow, Political cartoon of the day: Mixed messages,fox,Politics
https://www.foxnews.com/us/kamala-harris-what-to-know-first-female-vice-president,Kamala Harris: What to know about America's first female vice president,fox,Politics
https://www.foxnews.com/politics/cartoons-slideshow,Political cartoon of the day: Mixed messages,fox,Politics
https://video.foxnews.com/v/6244845074001,We’re helping diverse communities achieve the American Dream: ASIAN Inc. president,fox,Politics
"https://www.foxnews.com/us/eric-talley-tunnel-to-towers-boulder-shooting,",Slain Boulder officer Eric Talley: Tunnel to Towers to pay family's mortgage,fox,Politics
https://www.foxnews.com/opinion/biden-no-mandate-radical-agenda-backfire-liz-peek,Liz Peek: Biden has no mandate – here's why he was really hired and how his left-wing agenda will backfire,fox,Politics
https://www.foxnews.com/media/ex-cnner-torches-network-for-having-thumb-on-the-scale, Ex-CNN’er torches network for having ‘thumb’ on the scale,fox,Politics
https://www.foxnews.com/politics/gun-reform-stands-little-chance-of-passing-through-senate-even-with-a-democratic-majority,"Gun reform stands little chance of passing through Senate, even with a Democratic majority",fox,Politics
https://www.foxnews.com/politics/border-crisis-biden-trump-immigration-policies-senator-john-kennedy,Border crisis can be 'fixed' in a week if Biden returns to Trump immigration policies: Sen. Kennedy,fox,Politics
https://www.foxnews.com/politics/fauci-says-covid-19-vaccine-push-best-decision-that-hes-made,"Fauci says COVID-19 vaccine push could be 'best decision' he's made,DC mayor deletes preventing auto theft tweet after igniting outrage",fox,Politics
https://www.foxnews.com/politics/kamala-harris-during-this-border-mess,Kamala Harris MIA during border crisis: Where is she?,fox,Politics
"https://www.foxnews.com/politics/white-house-lists-biden-harris-administration-on-official-website,",White House lists ‘Biden-Harris administration’ on official website,fox,Politics
https://video.foxnews.com/v/6244989395001,New York City ends qualified immunity for police officers,fox,Politics
",https://video.foxnews.com/v/6244985051001",Rep. Fallon: Biden border 'crisis' product of 'horrible policy and terrible planning',fox,Politics
https://www.foxnews.com/politics/duckworth-to-speak-on-gwu-alumni-panel-statues,Duckworth to speak on GWU alumni panel after saying ‘we should listen to the argument’ for taking down statues,fox,Politics
https://www.foxnews.com/politics/gun-reform-stands-little-chance-of-passing-through-senate-even-with-a-democratic-majority,"Gun reform stands little chance of passing through Senate, even with a Democratic majority",fox,Politics
",https://video.foxnews.com/v/6244973913001",Biden administration asks federal workers to volunteer at southern border,fox,Politics
https://www.foxnews.com/politics/texas-congressman-new-photos-migrant-kids-held-southern-border,Texas Democrat shares new photos of migrant kids being held at the southern border,fox,Politics
https://www.foxnews.com/politics/biden-admin-asks-for-govt-volunteers-at-the-border-amid-crisis,Biden admin asks for government volunteers at the border amid crisis,fox,Politics
https://www.foxnews.com/politics/warnock-declines-to-oppose-georgia-boycotts-over-new-election-law,Warnock declines to oppose Georgia boycotts over new election law,fox,Politics
https://video.foxnews.com/v/6244947945001,Biden talks with historians about building legacy,fox,Politics
https://www.foxnews.com/politics/biden-kate-bedingfield-migrant-surge-psaki,Chris Wallace rips Psaki for not allowing reporters at the southern border,fox,Politics
https://video.foxnews.com/v/6244957073001,New York City votes to end qualified immunity for police,fox,Politics
https://www.foxnews.com/media/bidens-presser-reporters-ask-mostly-vague-questions-embracing-liberal-priorities,Biden’s presser: Reporters ask mostly vague questions embracing liberal priorities,fox,Politics
https://www.foxnews.com/media/colorado-shooting-spurs-another-media-debate-over-gun-gridlock,Colorado shooting spurs another media debate over gun gridlock,fox,Politics
https://www.foxnews.com/media/media-traffic-shrinking-since-trump-moved-to-mar-a-lago,Media traffic shrinking since Trump moved to Mar-a-Lago,fox,Politics
https://www.foxnews.com/politics/kamala-harris-during-this-border-mess,"Kamala Harris MIA during border crisis: Where is she?,White House lists ‘Biden-Harris administration’ on official website",fox,Politics
https://www.foxnews.com/media/white-house-reporter-accuses-the-son-of-pakistani-immigrant-of-pushing-far-right-narratives-in-response,White House reporter accuses Pakistani immigrant's son of pushing 'far-right narratives' for DC murder concern,fox,Politics
https://www.foxnews.com/politics/biden-coronavirus-recovery-trillion-democrats-infrastructure,Biden to push another coronavirus recovery bill on top of $1.9T package: Psaki,fox,Politics
https://www.foxbusiness.com/economy/larry-kudlow-warns-biden-tax-plan-would-ignite-class-warfare,Larry Kudlow warns Biden tax plan would ignite ‘class warfare’,fox,Business
https://www.foxbusiness.com/economy/ever-given-container-ship-stuck-in-suez-canal-partially-refloated,"Ever Given, container ship stuck in Suez Canal, 'partially refloated'",fox,Business
https://www.foxbusiness.com/politics/biden-administration-working-on-covid-19-passports-to-enable-american-travel,Biden administration working on vaccine passports to pave way for travel,fox,Business
https://www.foxbusiness.com/economy/coronavirus-was-supposed-to-drive-bankruptcies-higher-the-opposite-happened,COVID was supposed to drive bankruptcies higher -- the opposite happened,fox,Business
https://www.foxbusiness.com/markets/credit-suisse-warns-on-highly-significant-loss-tied-to-hedge-fund,Credit Suisse warns on “highly significant” loss tied to hedge fund,fox,Business
https://www.foxbusiness.com/politics/florida-gov-desantis-threatens-to-sue-fed-if-they-dont-lift-no-sail-ban-by-the-summer,"Governor threatens to sue US if cruise ship ban isn't lifted,",fox,Business
https://www.foxbusiness.com/politics/silicon-valley-gavin-newsom-recall-oppose,Silicon Valley opposes effort to replace Newsom with 'Trump Republican',fox,Business
https://www.foxbusiness.com/lifestyle/moats-trampolines-and-crazy-pools-the-wildest-requests-pro-landscapers-have-fielded,"Moats, trampolines and crazy pools: Landscapers recall wildest requests",fox,Business
https://www.foxbusiness.com/lifestyle/maryland-witches-stairs-alternate-tread-staircase,Real estate listing with 'witch's steps' goes viral,fox,Business
https://www.foxbusiness.com/technology/amazon-workers-pee-water-bottles,"Amazon aware that workers allegedly defecating in bags, documents show",fox,Business
https://www.foxbusiness.com/technology/robocalls-back-how-to-stop-them,Robocalls are back with a vengeance: How to stop them,fox,Business
https://www.foxbusiness.com/lifestyle/redfin-moving-metro-area,Record number of homebuyers moving away from expensive coastal cities,fox,Business
https://www.foxbusiness.com/economy/buttigieg-vehicle-miles-tax-infrastructure,Buttigieg suggests 'vehicle miles tax' to pay for infrastructure projects,fox,Business
https://www.foxbusiness.com/lifestyle/mall-face-financial-woes-from-theme-park-investments-but-vaccine-rollout-gives-hope,Mall faces financial woes from theme-park investments; solutions proposed,fox,Business
https://www.foxbusiness.com/real-estate/jerry-seinfeld-asking-million-27-acre-colorado-property,Jerry Seinfeld is asking $14.95 million for 27-acre Colorado property,fox,Business
https://www.foxbusiness.com/industrials/biden-administration-will-impose-new-regulations-on-meat-industry-expert-warns,Biden admin will impose new rules on meat industry: expert,fox,Business
https://www.foxbusiness.com/markets/suez-canal-egypt-european-tugboats-ship-stuck,Suez Canal authorities prep new attempts to free ship as questions swirl,fox,Business
https://www.foxbusiness.com/politics/new-trade-representative-says-us-isnt-ready-to-lift-china-tariffs,New trade representative says US isn’t ready to lift China tariffs,fox,Business
https://www.foxbusiness.com/lifestyle/marriott-ceo-jobs-company-actively-hiring,Marriott CEO says jobs 'absolutely' coming back; company is 'actively hiring',fox,Business
https://www.foxbusiness.com/economy/ever-given-container-ship-stuck-in-suez-canal-partially-refloated,"Suez Canal ship Ever Given freed, traffic resumes in crucial shipping channel",fox,Business
https://www.foxbusiness.com/markets/credit-suisse-warns-on-highly-significant-loss-tied-to-hedge-fund,"Credit Suisse warns on “highly significant” loss tied to hedge fund,Amazon vote",fox,Business
https://www.foxbusiness.com/technology/amazon-workers-pee-water-bottles,"Amazon aware that workers allegedly pee in water bottles, documents show; company pushes back",fox,Business
https://www.foxbusiness.com/lifestyle/some-alaska-costco-shoppers-say-ravens-steal-their-groceries,Some Alaska Costco shoppers say ravens steal their groceries,fox,Business
https://www.foxbusiness.com/lifestyle/virtual-learning-students-cheating,Virtual learning leading students to cheat more often,fox,Business
https://www.foxbusiness.com/business-leaders/eric-spinato-friend-colleague-and-beloved-by-all,"Eric Spinato: Friend and beloved Fox colleague",fox,Business
https://www.foxbusiness.com/real-estate/what-you-can-get-1-million-bend-oregon,"Here's what you can get for $1M in Bend, Oregon",fox,Business
https://www.foxbusiness.com/lifestyle/british-airways-first-class-meal-kits,"British Airways offers first class dining experience with new meal kits,",fox,Business
https://www.foxbusiness.com/economy/suez-canal-effect-prices-us-economy,"Suez Canal traffic halt could raise prices of goods, jolt US economy",fox,Business
https://www.foxbusiness.com/technology/big-techs-outsized-influence-draws-state-level-pushback,Big Tech's outsized influence draws state-level pushback,fox,Business
https://www.foxbusiness.com/economy/suez-canal-ship-new-attempts,Suez Canal: New attempts planned to free huge vessel as up to $10 billion in global trade affected,fox,Business
https://www.foxbusiness.com/economy/amazon-sanders-minimum-wage-warren-loopholes,"Amazon swipes at Sanders over minimum wage, Warren over 'loopholes' comment",fox,Business
https://www.foxbusiness.com/markets/deutsche-bank-can-sue-madoff-feeder-funds-over-1-6b-claims-sale,"CRIMEPublished March 27
Deutsche Bank can sue Madoff feeder funds over $1.6B claims sale",fox,Business
https://www.foxbusiness.com/money/15-hour-minimum-wage-could-further-sting-teen-employment,$15-an-hour minimum wage could further sting teen employment,fox,Business
https://www.foxbusiness.com/economy/stimulus-checks-for-30m-social-security-recipients-could-go-out-soon-after-delay,Stimulus checks for 30M Social Security recipients could go out soon after delay,fox,Business
https://www.foxbusiness.com/real-estate/bing-crosby-bay-area-home-hits-market,Bing Crosby's onetime Bay Area home hits the market for $13.75 million,fox,Business
https://www.foxbusiness.com/personal-finance/americans-medical-bills-debt-decline,Most Americans who negotiate a medical bill see it reduce or drop entirely: survey,fox,Business
https://www.foxbusiness.com/economy/irs-says-face-masks-hand-sanitizer-are-tax-deductible-medical-expenses,"IRS says face masks, hand sanitizer are tax-deductible medical expenses",fox,Business
https://www.foxbusiness.com/markets/sofi-to-allow-members-to-buy-into-ipos,IPO buys for Sofi members coming,fox,Business
https://www.foxbusiness.com/industrials/boeing-resumes-787-dreamliner-deliveries,Boeing resumes 787 Dreamliner deliveries,fox,Business
https://www.foxbusiness.com/economy/states-taxing-business-on-federal-jobs-relief-package,States taxing business on federal jobs relief package,fox,Business
https://www.foxbusiness.com/politics/california-fed-up-with-democrats-can-flip-from-blue-to-red-state-ric-grenell,"California 'fed up' with Dems, can flip from blue to red: Ric Grenell",fox,Business
https://www.foxbusiness.com/lifestyle/justices-say-accident-victims-can-sue-ford-in-state-courts,Justices say accident victims can sue Ford in state courts,fox,Business
https://www.foxbusiness.com/economy/elizabeth-warren-clashes-with-amazon-over,"Elizabeth Warren clashes with Amazon on Twitter, pledges to fight 'union busting,' break up Big Tech",fox,Business
https://www.foxbusiness.com/lifestyle/ford-f-150-factory-idle-this-weekend-due-to-chip-shortage,Ford F-150 factory idle this weekend due to chip shortage,fox,Business
https://video.foxbusiness.com/v/6244672842001/?playlist_id=3601801609001,Payne: Democrats hijack Black history to further their own agenda,fox,Business
https://video.foxbusiness.com/v/6244670558001/?playlist_id=3601801609001,"From tech to financials, where should you be investing right now?",fox,Business
https://video.foxbusiness.com/v/6244642121001/?playlist_id=3601801609001,Stimulus payments are a 'serious problem': Economist,fox,Business
https://video.foxbusiness.com/v/6244627234001/?playlist_id=3601801609001,"Enlarge player →
Dems will increase national debt with infrastructure bill payment plan: Rep. Issa",fox,Business
"https://www.foxbusiness.com/markets/stocks-futures-slide-as-banks-warn-of-significant-losses-tied-to-hedge-funds-liquidation,","Dow hits record as US banks less exposed to hedge fund's liquidation",fox,Business
https://www.foxbusiness.com/markets/what-to-watch-week-march-28,"Amazon vote, Biden's infrastructure plan and jobs report top week ahead",fox,Business
https://www.foxbusiness.com/markets/stock-futures-drop-as-banks-warn-of-losses,"PRE-MARKETSPublished March 29
Stock Futures Drop as Banks Warn of Losses",fox,Business
https://www.foxbusiness.com/money/cant-afford-mortgage-now-what-to-do,Can't afford your mortgage right now? Here's what you can do,fox,Business
https://www.foxbusiness.com/money/how-to-help-adult-kids-build-credit,How to help your adult kids build their own credit,fox,Business
https://www.foxbusiness.com/money/buy-land-home-factors,"If you want to buy land, consider these factors",fox,Business
https://www.foxbusiness.com/money/how-biden-higher-taxes-can-hurt-markets-your-investments,Biden tax hikes could dampen strong stock market: Investment expert,fox,Business
https://www.foxbusiness.com/real-estate/jerry-seinfeld-asking-million-27-acre-colorado-property,Jerry Seinfeld is asking $14.95 million for 27-acre Colorado property,fox,Business
https://www.foxbusiness.com/real-estate/steve-wynn-company-flips-palm-beach-florida-home-for-5-2m-profit-after-3-months,"Steve Wynn company flips Palm Beach, Florida home for $5.2M profit after 3 months",fox,Business
https://www.foxbusiness.com/real-estate/billionaire-in-n-out-heiress-lists-california-mansion-17m,Billionaire In-N-Out owner lists California estate for nearly $17 million,fox,Business
https://video.foxbusiness.com/v/6237025987001/,Michigan health director receives payout despite resignation: Report,fox,Business
https://www.foxbusiness.com/real-estate/valentino-sued-for-207m-for-pandemic-closing-of-its-manhattan-boutique,Valentino sued for $207M for pandemic closing of its New York City boutique,fox,Business
https://www.foxbusiness.com/media/roku-taps-quibi-to-fight-streaming-wars-as-it-hunts-for-other-content-deals,Roku taps Quibi to fight streaming wars as it hunts for other deals,fox,Business
https://www.foxbusiness.com/energy/carl-icahn-eyes-scandal-mired-firstenergy,Carl Icahn eyes scandal mired FirstEnergy,fox,Business
https://www.foxbusiness.com/economy/ceo-confidence-in-u-s-economic-outlook-reaches-17-year-high,CEO confidence in U.S. economic outlook reaches 17-year high,fox,Business
https://www.foxbusiness.com/technology/microsoft-discord-discuss-10b-deal,"Microsoft, Discord talk $10B deal",fox,Business
https://www.foxbusiness.com/technology/scalise-dorsey-ny-post-hunter-biden,Scalise grills Dorsey about blocking NY Post article on Hunter Biden,fox,Business
https://www.foxbusiness.com/sports/atlanta-magic-city-kitchen-lou-williams-hawks,"Atlanta's Magic City Kitchen welcomes Lou Williams after Hawks trade, controversial summer strip club pop-in",fox,Business
https://www.foxbusiness.com/sports/mlb-fernando-tatis-jr-nft-padres,MLB star Fernando Tatis Jr. plans NFT release next month,fox,Business
https://www.foxbusiness.com/sports/abilene-christian-ncaa-tournament-march-madness-payout,"Abilene Christian earned big bucks in brief March Madness appearance, school president says",fox,Business
https://www.foxbusiness.com/sports/nike-denies-textiles-uyghur-muslim-camps-china,Nike denies using textiles from Uyghur Muslim camps in China,fox,Business
https://www.foxbusiness.com/sports/some-nfl-veterans-prosper-as-business-season-begins,Some NFL veterans prosper as business season begins,fox,Business
https://www.foxbusiness.com/economy/ppp-loans-extended-for-small-businesses-until-may-31,"SMALL BUSINESSPublished March 26
PPP loans extended for small businesses until May 31",fox,Business
https://www.foxbusiness.com/small-business/virginia-restaurant-owner-covid-orders-coronavirus-threat,Virginia restaurant owner who defied COVID orders labeled 'imminent threat' to the community,fox,Business
https://www.foxbusiness.com/economy/states-taxing-business-on-federal-jobs-relief-package,States taxing business on federal jobs relief package,fox,Business
https://www.foxbusiness.com/politics/nyc-billboard-rips-bidens-reported-tax-hike-proposal-for-small-businesses,NYC billboard rips Biden's proposed tax hike for small businesses: 'Not on our watch!',fox,Business
https://www.foxbusiness.com/small-business/new-sba-head-plans-changes-at-agency-focus-now-is-covid-19,New SBA head plans changes at agency; focus now is COVID-19,fox,Business
https://www.foxbusiness.com/economy/coronavirus-was-supposed-to-drive-bankruptcies-higher-the-opposite-happened,Coronavirus was supposed to drive bankruptcies higher. The opposite happened.,fox,Business
https://www.foxbusiness.com/personal-finance/americans-medical-bills-debt-decline,Most Americans who negotiate a medical bill see it reduce or drop entirely: survey,fox,Business
https://www.foxbusiness.com/real-estate/shaq-re-lists-florida-home-after-sale-falls-through,Shaq re-lists Florida home for $16.5M after sale falls through,fox,Business
https://www.foxbusiness.com/lifestyle/facebook-future-smart-glasses-mark-zuckerberg-says-teleport-you,Facebook reveals more details about future smart glasses that Mark Zuckerberg says will ‘teleport’ you,fox,Business
https://www.foxbusiness.com/economy/best-buy-restocks-ps5-and-xbox-consoles-sells-out-in-hours-amid-global-shortage,"Best Buy restocks PS5, Xbox but are sold out within minutes",fox,Business
https://www.foxbusiness.com/lifestyle/ford-trucks-generators-texas-homes-winter-storm-power-outages,Ford trucks' built-in generators power Texas homes after winter storm causes power outages,fox,Business
https://www.foxbusiness.com/lifestyle/gm-chip-shortage-production-factories,"GM hit by chip shortage, will cut production at 4 factories",fox,Business
https://www.foxbusiness.com/sports/nfl-linebacker-cassius-marsh-magic-the-gathering-business,"NFL linebacker Cassius Marsh turns passion for Magic: The Gathering, trading cards into business",fox,Business
https://www.foxbusiness.com/sports/how-cardinals-robert-alford-made-nearly-15m-without-ever-playing-a-game,How Cardinals' Robert Alford made nearly $15M without playing a game,fox,Business
https://www.foxbusiness.com/sports/rob-gronkowski-digital-trading-cards-nft-craze,"Rob Gronkowski to offer exclusive digital trading cards amid NFT craze,",fox,Business
https://www.foxbusiness.com/sports/tom-brady-signed-rookie-card-millions-auction,"Tom Brady-signed rookie card sells for pretty penny, with another gaining steam",fox,Business
https://www.foxbusiness.com/technology/samsung-512-gb-ddr5-ram,Samsung announces cutting-edge 512 GB DDR5 RAM module,fox,Business
https://www.foxbusiness.com/markets/barstools-dave-portnoy-backs-new-buzz-etf,Barstool's Portnoy backs new BUZZ ETF,fox,Business
https://www.foxbusiness.com/business-leaders/fmr-google-ceo-says-china-is-winning-ai-race-us-needs-to-do-more,"Former Google CEO: China is winning AI race, US must do more",fox,Business
https://www.foxbusiness.com/technology/ai-panel-urges-us-to-boost-tech-skills-amid-chinas-rise,AI panel urges US to boost tech skills amid China’s rise,fox,Business
https://www.foxbusiness.com/healthcare/ibm-explores-sale-of-watson-health,IBM explores sale of Watson Health,fox,Business
https://www.foxbusiness.com/economy/biden-infrastructure-plan-details-pittsburgh,Biden to unveil multi-trillion dollar infrastructure plan in Pittsburgh next week,fox,Business
https://www.foxbusiness.com/politics/kayleigh-mcenany-biden-avoiding-press-questions-staff-no-faith,Kayleigh McEnany says Biden avoiding press questions because his staff has no ‘faith’ in him,fox,Business
https://www.foxbusiness.com/politics/jamaal-bowman-took-pay-from-his-campaign-after-promising-not-to-fec-records,Jamaal Bowman took pay from his campaign after promising not to: FEC records,fox,Business
https://www.foxbusiness.com/politics/political-ad-spending-election-season-over,"Political ad spending continues despite end of election season
",fox,Business
https://www.foxbusiness.com/politics/hallmark-sens-hawley-marshall-return-pac-donations,"Hallmark asks Sens. Hawley, Marshall to return PAC donations",fox,Business
https://video.foxbusiness.com/v/6134452204001/,Trump celebrates US being energy independent,fox,Business
https://video.foxbusiness.com/v/5809752521001/,The Trump-Putin summit: What can the US hope to gain?,fox,Business
https://video.foxbusiness.com/v/4680113937001/,Dividend plays to boost investors’ portfolios,fox,Business
https://video.foxbusiness.com/v/3291452062001/,Bill Koch talks fracking,fox,Business
https://video.foxbusiness.com/v/2289340719001/,More Volatility Ahead for Oil?,fox,Business
https://www.foxbusiness.com/lifestyle/singer-boy-george-nft-art,Singer Boy George calls NFTs a 'new and exciting' way to enjoy art,fox,Business
https://www.foxbusiness.com/lifestyle/ntf-art-70-million,How 2 friends made art history buying a $70M digital work,fox,Business
https://www.foxbusiness.com/technology/elon-musk-reverses-course-selling-nft-song,Elon Musk reverses course on selling NFT song,fox,Business
https://www.foxbusiness.com/lifestyle/one-year-later-broadway-remains-dark,"Broadway theaters remain closed, on anniversary of COVID-19 lockdown",fox,Business
https://www.foxbusiness.com/economy/nyc-entertainment-venues-to-reopen-at-low-capacity-starting-april-2,NYC entertainment venues to reopen at low capacity starting April 2,fox,Business
https://lifestyle/singer-boy-george-nft-art,Singer Boy George calls NFTs a 'new and exciting' way to enjoy art,fox,Culture
"https://lifestyle/singer-boy-george-nft-art,/lifestyle/ntf-art-70-million",How 2 friends made art history buying a $70M digital work,fox,Culture
https://video.foxbusiness.com/v/6244450195001/,Boy George: NFTs allow for art to be more available in 'new and exciting way',fox,Culture
https://video.foxbusiness.com/v/6241914555001/,"Mainstream brands join NFT craze, raise money for charity ",fox,Culture
https://video.foxbusiness.com/v/6241724117001/,Clubhouse will be 'next major social network': Superhuman CEO,fox,Culture
"https://technology/elon-musk-reverses-course-selling-nft-song,/lifestyle/one-year-later-broadway-remains-dark",Elon Musk reverses course on selling NFT song,fox,Culture
https://video.foxbusiness.com/v/6239179283001/,Tom Cruise's 'Maverick' estimated to be the first billion dollar post-pandemic film,fox,Culture
https://video.foxbusiness.com/v/6239163037001/,Movie theatres will see 'explosive demand' following lockdowns: Slated co-founder,fox,Culture
